site,plot_id,plot,split_plot,sub_plot,sample_year,treatments,n_factor_level,n_rate,p_factor_level,p_rate,k_factor_level,k_rate,mg_factor_level,mg_rate,na_factor_level,na_rate,si_factor_level,si_rate,liming_factor_level,liming_rate,fym_factor_level,fym_rate,fm_factor_level,fm_n_rate,pm_factor_level,pm_n_rate,Achillea millefolium,Agrimonia eupatoria,Agrostis capillaris,Ajuga reptans,Alopecurus pratensis,Anthoxanthum odoratum,Anthriscus sylvestris,Arrhenatherum elatius,Bellis perennis,Briza media,Bromus hordeaceus,Cardamine pratensis,Carex caryophyllea,Carex flacca,Centaurea nigra,Cerastium fontanum,Conopodium majus,Crepis capillaris,Cynosurus cristatus,Dactylis glomerata,Deschampsia cespitosa,Elytrigia repens,Festuca pratensis,Festuca rubra,Filipendula ulmaria,Fritillaria meleagris,Galium verum,Helictotrichon pubescens,Heracleum sphondylium,Holcus lanatus,Hypochoeris radicata,Knautia arvensis,Lathyrus pratensis,Leontodon autumnalis,Leontodon hispidus,Linum catharticum,Lolium perenne,Lotus corniculatus,Luzula campestris,Ononis repens,Ophioglossum vulgatum,Pilosella officinarum,Pimpinella saxifraga,Plantago lanceolata,Poa pratensis,Poa trivialis,Potentilla reptans,Potentilla sterilis,Primula veris,Prunella vulgaris,Ranunculus acris,Ranunculus auricomus,Ranunculus bulbosus,Ranunculus ficaria,Rumex acetosa,Sanguisorba minor,Senecio jacobaea,Stachys officinalis,Stellaria graminea,Stellaria media,Taraxacum officinale,Tragopogon pratensis,Trifolium pratense,Trifolium repens,Trisetum flavescens,Veronica chamaedrys,Vicia cracca,Vicia sativa,note_id
Rothamsted,2a,2,*,a,1993,Nil,0,0,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,4.500,0.000,14.150,0.310,0.170,1.620,0.000,0.000,0.000,1.000,0.000,0.000,0.220,0.000,10.440,0.000,0.130,0.040,0.000,1.970,0.000,0.000,0.000,17.820,0.000,0.000,0.000,2.790,0.000,0.390,0.000,0.310,0.310,0.000,26.680,0.000,0.000,3.580,0.570,0.000,0.000,0.000,0.700,7.990,0.040,0.000,0.000,0.000,0.000,0.040,1.220,0.000,0.000,0.000,0.000,1.270,0.000,0.000,0.000,0.000,0.390,0.130,1.090,0.090,0.040,0.000,0.000,0.000,2
Rothamsted,2b,2,*,b,1993,Nil,0,0,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,2.590,0.000,7.780,0.130,0.230,2.930,0.000,0.160,0.000,1.530,0.000,0.000,0.000,0.000,16.160,1.530,0.490,0.210,0.000,3.530,0.000,0.000,0.000,12.160,0.000,0.000,0.000,13.510,0.000,0.830,0.000,2.410,0.000,0.000,17.060,0.000,0.000,1.220,0.830,0.000,0.000,0.000,0.000,11.640,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0.000,0.440,0.410,0.000,0.000,0.000,0.000,0.570,0.050,0.990,0.000,0.000,0.000,0.000,0.000,2
Rothamsted,2c,2,*,c,1993,Nil,0,0,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,3.080,0.000,30.450,0.000,0.140,3.890,0.000,0.680,0.000,1.580,0.000,0.000,0.720,0.000,23.570,0.000,0.900,0.000,0.000,1.220,0.000,0.000,0.000,19.460,0.000,0.000,0.000,0.410,0.000,0.500,0.000,0.590,0.050,0.000,7.830,0.000,0.000,0.140,0.500,0.000,0.000,0.000,0.000,2.990,0.000,0.000,0.000,0.000,0.000,0.000,0.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2
Rothamsted,2d,2,*,d,1993,Nil,0,0,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,1.950,0.000,28.060,0.300,0.000,3.550,0.000,0.260,0.000,1.040,0.000,0.000,1.250,0.000,23.780,0.000,0.430,0.000,0.000,2.290,0.000,0.000,0.000,28.530,0.000,0.000,0.000,2.380,0.000,0.860,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.040,0.170,0.000,0.000,0.000,0.090,3.930,0.000,0.000,0.000,0.000,0.000,0.000,0.780,0.000,0.090,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.000,2
Rothamsted,3a,3,*,a,1993,Nil,0,0,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,1.730,0.000,8.640,0.190,0.000,0.640,0.000,0.480,0.000,2.150,0.000,0.000,0.000,0.220,6.230,0.030,0.190,0.060,0.000,1.380,0.000,0.000,0.000,18.720,0.000,0.000,0.000,9.250,0.000,1.160,0.000,0.450,0.550,0.000,18.170,0.000,0.000,2.500,0.190,0.000,0.030,0.000,0.640,12.200,0.000,0.000,0.000,0.000,0.000,0.030,0.670,0.000,0.220,0.000,0.450,10.560,0.000,0.000,0.000,0.000,0.100,0.000,2.150,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,3b,3,*,b,1993,Nil,0,0,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,4.710,0.000,16.200,1.110,0.000,1.890,0.000,0.000,0.000,1.780,0.000,0.000,0.070,0.000,2.690,1.480,0.540,0.170,0.000,3.700,0.000,0.000,0.000,8.010,0.000,0.000,0.000,12.460,0.000,1.850,0.000,5.050,0.000,0.000,3.940,0.000,0.000,0.100,0.940,0.000,0.000,0.000,0.030,25.560,0.340,0.000,0.000,0.000,0.000,0.000,0.510,0.000,0.740,0.000,1.950,3.130,0.000,0.000,0.000,0.000,0.510,0.030,0.200,0.000,0.300,0.000,0.000,0.000,*
Rothamsted,3c,3,*,c,1993,Nil,0,0,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.560,0.000,15.540,0.130,0.000,3.590,0.000,0.000,0.000,1.300,0.000,0.000,1.430,0.000,2.810,0.000,0.350,0.000,0.000,0.000,0.000,0.000,0.000,30.910,0.000,0.000,0.000,2.640,0.000,0.520,1.000,0.000,0.000,0.000,30.000,0.000,0.000,0.690,0.300,0.000,0.000,0.130,0.480,6.320,0.000,0.000,0.000,0.000,0.000,0.000,0.390,0.000,0.000,0.000,0.000,0.520,0.000,0.000,0.000,0.000,0.040,0.000,0.300,0.040,0.000,0.000,0.000,0.000,*
Rothamsted,3d,3,*,d,1993,Nil,0,0,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.270,0.000,42.940,0.070,0.000,1.910,0.000,0.000,0.000,0.890,0.000,0.000,0.000,1.910,11.060,0.000,0.480,0.000,0.000,4.160,0.000,0.000,0.000,14.740,0.000,0.000,0.140,0.000,0.000,2.660,5.730,0.000,0.000,0.000,6.690,0.000,0.000,1.300,0.000,0.000,0.000,0.000,0.070,3.280,0.000,0.000,0.000,0.000,0.000,0.410,0.550,0.000,0.140,0.000,0.000,0.480,0.000,0.000,0.000,0.000,0.070,0.000,0.070,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,4-1a,4,1.000,a,1993,P,0,0,P,35,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,1.530,0.000,0.290,0.000,0.000,4.170,0.000,0.100,0.000,0.060,0.000,0.000,0.000,0.000,1.020,0.130,0.320,0.000,0.000,1.050,0.000,0.000,0.000,26.050,0.000,0.000,0.000,1.020,0.000,3.220,0.000,0.060,0.000,0.000,13.310,0.000,0.000,0.890,0.130,0.000,0.000,0.000,0.190,15.220,0.100,0.700,0.000,0.000,0.000,0.000,10.030,0.000,0.000,0.000,1.660,0.060,0.000,0.000,0.000,0.000,0.160,0.000,17.770,0.000,0.510,0.250,0.000,0.000,*
Rothamsted,4-1b,4,1.000,b,1993,P,0,0,P,35,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,2.800,0.000,2.930,0.000,0.000,5.860,0.000,2.300,0.000,0.000,0.000,0.000,0.000,0.000,2.900,0.400,0.300,0.000,0.000,2.500,0.000,0.000,0.000,14.010,0.000,0.000,0.000,2.000,0.000,4.460,0.000,0.800,0.030,0.000,12.210,0.000,0.000,1.130,0.170,0.000,0.000,0.000,0.130,16.940,0.100,0.030,0.000,0.000,0.000,0.000,21.160,0.000,0.000,0.000,2.800,0.300,0.000,0.000,0.000,0.000,0.230,0.000,3.290,0.000,0.100,0.130,0.000,0.000,*
Rothamsted,4-1c,4,1.000,c,1993,P,0,0,P,35,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,3.780,0.000,23.680,0.000,0.220,5.670,0.000,0.000,0.000,0.310,0.000,0.000,0.000,0.000,1.100,0.000,0.310,0.000,0.000,0.530,0.000,0.000,0.000,24.380,0.000,0.000,0.000,2.070,0.000,4.440,0.000,0.000,0.090,0.000,8.000,0.000,0.000,0.000,0.880,1.320,0.000,0.000,0.040,8.610,0.090,0.000,0.000,0.000,0.000,0.000,12.350,0.000,0.000,0.000,0.090,0.660,0.000,0.000,0.000,0.000,0.310,0.000,1.010,0.000,0.090,0.000,0.000,0.000,*
Rothamsted,4-1d,4,1.000,d,1993,P,0,0,P,35,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,2.700,0.000,16.450,0.000,0.590,6.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.760,0.000,0.590,0.000,0.000,2.160,0.000,0.000,0.000,10.050,0.000,0.000,0.000,0.050,0.000,9.780,0.000,0.000,0.270,0.000,9.690,0.000,0.000,1.130,0.360,0.000,0.000,0.000,0.000,8.970,0.000,0.000,0.000,0.000,0.000,0.000,22.040,0.000,0.000,0.000,0.360,0.000,0.000,0.000,0.000,0.000,3.830,0.000,1.490,0.000,1.710,0.000,0.000,0.000,*
Rothamsted,4-2a,4,2.000,a,1993,N2+P,N2,96,P,35,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,1.310,0.000,10.540,0.000,0.140,5.380,0.000,4.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.070,0.000,0.000,0.000,40.450,0.000,0.000,0.620,6.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.550,19.190,0.170,0.000,0.000,0.000,0.000,0.000,5.100,0.000,0.000,0.000,2.100,0.030,0.000,0.000,0.000,0.000,2.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,4-2b,4,2.000,b,1993,N2+P,N2,96,P,35,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,24.910,0.000,16.880,2.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,52.160,0.000,0.000,0.000,0.000,0.000,2.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,4-2c,4,2.000,c,1993,N2+P,N2,96,P,35,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,27.790,0.000,0.000,6.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.430,0.000,0.000,0.000,51.960,0.000,0.000,0.000,0.000,0.000,5.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,4-2d,4,2.000,d,1993,N2+P,N2,96,P,35,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,17.850,0.000,0.000,80.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,6a,6,*,a,1993,N1+PKNaMg,N1,48,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.190,0.000,0.070,0.000,0.930,0.970,0.000,33.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.460,0.000,0.000,2.410,0.000,0.000,0.000,0.160,0.000,0.000,0.000,1.270,6.460,20.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.640,0.210,1.180,0.000,0.000,0.000,0.000,2.130,0.000,0.000,0.000,3.500,0.000,0.000,0.000,0.000,0.000,3.270,0.000,10.030,0.000,0.000,0.000,0.000,0.000,10
Rothamsted,6b,6,*,b,1993,N1+PKNaMg,N1,48,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.040,0.000,2.940,0.000,2.940,0.120,0.000,51.510,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.020,0.340,0.000,0.000,4.400,0.000,0.000,0.000,0.780,0.000,0.000,0.000,0.000,4.970,16.870,0.000,0.000,0.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.910,0.160,0.680,0.000,0.000,0.000,0.000,0.560,0.000,0.000,0.000,4.670,0.000,0.000,0.000,0.000,0.000,2.530,0.000,3.760,0.000,0.020,0.000,0.000,0.000,10
Rothamsted,7a,7,*,a,1993,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.080,0.000,2.020,0.000,0.360,0.000,4.470,22.780,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,1.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.110,4.430,0.000,0.000,1.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.700,0.080,1.600,0.000,0.000,0.000,0.000,10.760,0.000,0.000,0.000,2.530,0.000,0.000,0.000,0.000,0.000,1.440,0.000,21.570,0.000,0.220,0.380,0.000,0.000,*
Rothamsted,7b,7,*,b,1993,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,4.080,0.000,1.770,1.220,9.120,32.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.140,0.230,0.000,0.000,2.200,0.000,0.000,0.000,1.070,0.000,0.000,0.000,0.230,8.080,6.230,0.000,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,12.970,0.000,0.170,0.000,0.000,0.000,0.000,9.560,0.000,0.000,0.000,2.350,0.000,0.000,0.000,0.000,0.000,2.060,0.000,5.560,0.000,0.230,0.000,0.000,0.000,*
Rothamsted,7c,7,*,c,1993,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.680,0.000,26.490,0.000,3.410,2.160,0.000,4.480,0.000,0.000,0.000,0.000,0.000,0.000,4.590,0.000,0.360,0.000,0.000,6.340,0.000,0.000,0.000,1.770,0.000,0.000,0.000,0.140,1.770,12.910,0.000,0.000,6.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.860,0.570,0.000,0.000,0.000,0.000,0.000,1.570,0.000,0.000,0.000,4.750,0.000,0.000,0.000,0.000,0.000,0.320,2.430,13.250,0.550,0.000,0.000,0.000,0.000,*
Rothamsted,7d,7,*,d,1993,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,1.370,0.000,36.160,0.000,1.640,5.860,0.000,1.030,0.000,0.000,0.000,0.000,0.000,0.000,5.210,0.000,1.860,0.020,0.000,3.350,0.000,0.000,0.000,7.230,0.000,0.000,0.000,0.270,0.000,8.120,0.000,0.000,8.350,0.000,0.000,0.000,0.000,0.340,0.130,0.000,0.000,0.000,0.000,4.410,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.660,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,8a,8,*,a,1993,PNaMg,0,0,P,35,0,0,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,1.380,0.000,9.820,0.000,0.000,4.700,0.000,5.940,0.000,1.430,0.000,0.000,0.000,0.000,4.040,0.630,0.000,0.000,0.170,0.220,0.000,0.000,0.170,17.600,0.000,0.000,0.030,1.130,0.000,8.110,0.000,0.000,0.000,0.000,4.650,0.000,0.140,3.740,0.110,0.000,0.000,0.000,0.110,8.660,0.440,0.660,0.000,0.000,0.000,0.000,6.880,0.000,0.000,0.000,0.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.080,0.190,1.100,0.220,0.000,0.000,*
Rothamsted,8b,8,*,b,1993,PNaMg,0,0,P,35,0,0,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,1.070,0.000,4.230,0.000,0.000,1.890,0.000,1.760,0.000,0.220,0.000,0.000,0.000,0.000,5.080,0.330,0.220,0.030,0.050,0.410,0.000,0.000,0.300,22.890,0.000,0.000,0.000,0.820,0.000,5.210,0.000,1.950,0.000,0.000,10.870,0.000,0.000,2.410,0.110,0.000,0.000,0.000,0.110,6.830,0.000,0.030,0.000,0.000,0.000,0.000,11.200,0.000,0.000,0.000,0.410,0.000,0.000,0.000,0.000,0.000,0.270,0.000,18.190,0.110,2.990,0.000,0.000,0.000,*
Rothamsted,8c,8,*,c,1993,PNaMg,0,0,P,35,0,0,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,1.000,0.000,36.500,0.000,0.500,4.630,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,2.080,0.120,0.710,0.000,0.000,1.790,0.000,0.000,0.000,20.790,0.000,0.000,0.000,1.500,0.000,6.290,0.000,0.000,0.000,0.000,3.080,0.000,0.000,0.040,0.540,0.000,0.000,0.000,0.620,10.080,0.000,0.000,0.000,0.000,0.000,0.000,4.040,0.000,0.000,0.000,0.170,0.000,0.000,0.000,0.000,0.000,0.080,0.000,4.290,0.130,0.750,0.000,0.000,0.000,*
Rothamsted,8d,8,*,d,1993,PNaMg,0,0,P,35,0,0,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,2.080,0.000,25.710,0.000,0.000,6.060,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,2.380,0.530,0.080,0.000,0.000,0.890,0.000,0.000,0.000,20.500,0.000,0.000,0.000,0.000,0.000,13.170,0.000,0.000,0.000,0.000,6.090,0.000,0.080,0.390,0.330,0.000,0.000,0.000,0.000,12.480,0.000,0.390,0.000,0.000,0.000,0.000,5.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.610,0.000,1.850,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,9-1a,9,1.000,a,1993,(N2)PKNaMg,(N2),0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.060,0.000,4.900,0.000,1.120,5.730,2.580,20.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.920,0.000,0.000,2.550,0.000,0.000,0.000,1.860,0.000,0.000,0.000,0.090,4.610,22.060,0.000,0.000,2.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.060,1.120,0.090,0.000,0.000,0.000,0.000,0.460,0.000,0.000,0.000,4.100,0.000,0.000,0.000,0.000,0.000,10.430,4.700,7.820,0.000,0.490,0.000,0.000,0.000,8
Rothamsted,9-1b,9,1.000,b,1993,(N2)PKNaMg,(N2),0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,12.630,0.000,1.440,16.530,0.210,12.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.830,0.000,0.000,2.050,0.000,0.000,0.000,1.640,0.000,0.000,0.000,0.120,4.720,27.560,0.000,0.000,0.820,0.000,0.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.740,0.000,0.000,0.000,0.000,0.000,12.550,0.000,1.230,0.000,0.000,0.000,0.000,0.000,8
Rothamsted,9-1c,9,1.000,c,1993,(N2)PKNaMg,(N2),0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,92.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.000,0.000,0.000,0.000,1.160,5.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.220,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.220,0.000,0.000,0.000,0.000,0.000,8
Rothamsted,9-1d,9,1.000,d,1993,(N2)PKNaMg,(N2),0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,1.610,0.000,0.000,84.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.000,13.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8
Rothamsted,9-2a,9,2.000,a,1993,N2+(N2)PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.000,0.000,2.390,0.000,2.910,0.610,4.030,32.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,4.050,0.000,0.000,0.000,1.240,0.000,0.000,0.000,0.000,13.460,28.470,0.000,0.000,0.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.080,1.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.500,0.000,0.000,0.000,0.000,0.000,2.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3
Rothamsted,9-2b,9,2.000,b,1993,N2+(N2)PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,1.130,0.000,3.400,7.890,0.050,54.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.230,0.000,0.000,7.160,0.000,0.000,0.000,1.240,0.000,0.000,0.000,0.000,6.680,15.730,0.000,0.000,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.260,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.030,0.000,0.000,0.000,3
Rothamsted,9-2c,9,2.000,c,1993,N2+(N2)PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,42.620,0.000,0.310,21.590,0.000,1.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.100,0.000,0.000,0.000,12.840,0.000,0.000,0.000,0.000,2.170,13.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.470,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.350,0.000,0.160,0.000,0.000,0.000,3
Rothamsted,9-2d,9,2.000,d,1993,N2+(N2)PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,0.880,0.000,0.000,75.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3
Rothamsted,10a,10,*,a,1993,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.000,0.000,11.630,0.000,0.570,4.890,0.000,5.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.180,0.000,0.000,0.000,0.540,0.000,0.000,0.000,34.790,0.000,0.000,0.000,0.000,0.000,9.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.800,0.480,0.240,0.000,0.000,0.000,0.000,5.500,0.000,0.000,0.000,7.850,0.000,0.000,0.000,0.000,0.000,1.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,10b,10,*,b,1993,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,22.400,0.000,11.950,9.880,0.000,13.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.610,0.000,0.000,0.000,0.000,0.000,8.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,10c,10,*,c,1993,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,31.420,0.000,0.000,13.530,0.000,0.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.160,0.000,0.000,0.000,0.260,0.000,3.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,10d,10,*,d,1993,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,0.440,0.000,0.000,96.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
